272	82	93	97	0	1	Подано
255	72	90	83	10	2	Подано
235	74	78	83	0	1	Подано
213	68	70	75	0	4	Подано
208	70	61	75	2	4	Подано
192	52	67	73	0	1	Зачислен
175	52	48	75	0	1	Подано
163	67	52	44	0	3	Подано
148	46	48	54	0	3	Подано
147	46	44	57	0	4	Подано
